Transcript_ID,Gene.refGene,Exon,Genomic_start,Genomic_end,CDS_start,CDS_end,Exon_Length
NM_001329923.1,CALM3,exon4,46608270,46608340,1,70,70
NM_001329923.1,CALM3,exon5,46608481,46608588,71,177,107
NM_001329923.1,CALM3,exon6,46608845,46608981,178,313,136
NM_001329923.1,CALM3,exon7,46609124,46609153,314,342,29
NM_001198551.1,WT1,exon1,32389057,32389179,1,122,122
NM_001198551.1,WT1,exon2,32391980,32392064,123,206,84
NM_001198551.1,WT1,exon3,32392665,32392755,207,296,90
NM_001198551.1,WT1,exon4,32396256,32396407,297,447,151
NM_001198551.1,WT1,exon5,32399947,32400044,448,544,97
NM_001198551.1,WT1,exon6,32416489,32416540,545,595,51
NM_001198551.1,WT1,exon7,32417576,32417654,596,673,78
NM_001198551.1,WT1,exon8,32427955,32428058,674,776,103
NM_001198551.1,WT1,exon9,32428496,32428619,777,899,123
NM_001198551.1,WT1,exon10,32430529,32430539,900,909,10
NM_000218.3,KCNQ1,exon1,2445098,2445484,1,386,386
NM_000218.3,KCNQ1,exon2,2527927,2528018,387,477,91
NM_000218.3,KCNQ1,exon3,2570627,2570754,478,604,127
NM_000218.3,KCNQ1,exon4,2571324,2571403,605,683,79
NM_000218.3,KCNQ1,exon5,2572012,2572109,684,780,97
NM_000218.3,KCNQ1,exon6,2572845,2572986,781,921,141
NM_000218.3,KCNQ1,exon7,2583434,2583545,922,1032,111
NM_000218.3,KCNQ1,exon8,2585211,2585307,1033,1128,96
NM_000218.3,KCNQ1,exon9,2587569,2587692,1129,1251,123
NM_000218.3,KCNQ1,exon10,2588712,2588854,1252,1393,142
NM_000218.3,KCNQ1,exon11,2661960,2662081,1394,1514,121
NM_000218.3,KCNQ1,exon12,2768843,2768919,1515,1590,76
NM_000218.3,KCNQ1,exon13,2775959,2776054,1591,1685,95
NM_000218.3,KCNQ1,exon14,2776985,2777032,1686,1732,47
NM_000218.3,KCNQ1,exon15,2777975,2778037,1733,1794,62
NM_000218.3,KCNQ1,exon16,2847766,2848003,1795,2031,237
NM_000268.4,NF2,exon1,29603998,29604112,1,114,114
NM_000268.4,NF2,exon2,29636750,29636876,115,240,126
NM_000268.4,NF2,exon3,29639089,29639212,241,363,123
NM_000268.4,NF2,exon4,29642201,29642285,364,447,84
NM_000268.4,NF2,exon5,29654656,29654725,448,516,69
NM_000268.4,NF2,exon6,29655593,29655676,517,599,83
NM_000268.4,NF2,exon7,29658188,29658264,600,675,76
NM_000268.4,NF2,exon8,29661204,29661339,676,810,135
NM_000268.4,NF2,exon9,29664989,29665064,811,885,75
NM_000268.4,NF2,exon10,29668332,29668446,886,999,114
NM_000268.4,NF2,exon11,29671825,29671948,1000,1122,123
NM_000268.4,NF2,exon12,29673268,29673486,1123,1340,218
NM_000268.4,NF2,exon13,29674835,29674941,1341,1446,106
NM_000268.4,NF2,exon14,29678195,29678323,1447,1574,128
NM_000268.4,NF2,exon15,29681438,29681601,1575,1737,163
NM_000268.4,NF2,exon16,29694751,29694802,1738,1788,51
NM_001354723.2,VHL,exon1,10141847,10142187,1,340,340
NM_001354723.2,VHL,exon2,10142762,10143004,341,582,242
NM_000118.3,ENG,exon1,127815916,127816053,1,137,137
NM_000118.3,ENG,exon2,127817148,127817203,138,192,55
NM_000118.3,ENG,exon3,127818119,127818377,193,450,258
NM_000118.3,ENG,exon4,127818715,127818832,451,567,117
NM_000118.3,ENG,exon5,127819621,127819660,568,606,39
NM_000118.3,ENG,exon6,127819899,127820037,607,744,138
NM_000118.3,ENG,exon7,127824303,127824446,745,887,143
NM_000118.3,ENG,exon8,127824799,127824974,888,1062,175
NM_000118.3,ENG,exon9,127825230,127825357,1063,1189,127
NM_000118.3,ENG,exon10,127825694,127825860,1190,1355,166
NM_000118.3,ENG,exon11,127826509,127826672,1356,1518,163
NM_000118.3,ENG,exon12,127829686,127829827,1519,1659,141
NM_000118.3,ENG,exon13,127843093,127843245,1660,1811,152
NM_000118.3,ENG,exon14,127854288,127854355,1812,1878,67
NM_001127510.3,APC,exon3,112754890,112755025,1,135,135
NM_001127510.3,APC,exon4,112766325,112766410,136,220,85
NM_001127510.3,APC,exon5,112767188,112767390,221,422,202
NM_001127510.3,APC,exon6,112775628,112775737,423,531,109
NM_001127510.3,APC,exon7,112780789,112780903,532,645,114
NM_001127510.3,APC,exon8,112792445,112792529,646,729,84
NM_001127510.3,APC,exon9,112801278,112801383,730,834,105
NM_001127510.3,APC,exon10,112815494,112815593,835,933,99
NM_001127510.3,APC,exon11,112818965,112819344,934,1312,379
NM_001127510.3,APC,exon12,112821895,112821991,1313,1408,96
NM_001127510.3,APC,exon13,112827107,112827247,1409,1548,140
NM_001127510.3,APC,exon14,112827928,112828006,1549,1626,78
NM_001127510.3,APC,exon15,112828855,112828972,1627,1743,117
NM_001127510.3,APC,exon16,112834950,112835165,1744,1958,215
NM_001127510.3,APC,exon17,112837552,112844126,1959,8532,6574
NM_170708.4,LMNA,exon1,156114918,156115274,1,356,356
NM_170708.4,LMNA,exon2,156130616,156130773,357,513,157
NM_170708.4,LMNA,exon3,156134402,156134528,514,639,126
NM_170708.4,LMNA,exon4,156134804,156134975,640,810,171
NM_170708.4,LMNA,exon5,156135186,156135312,811,936,126
NM_170708.4,LMNA,exon6,156135900,156136121,937,1157,221
NM_170708.4,LMNA,exon7,156136213,156136436,1158,1380,223
NM_170708.4,LMNA,exon8,156136920,156137028,1381,1488,108
NM_170708.4,LMNA,exon9,156137112,156137232,1489,1608,120
NM_170708.4,LMNA,exon10,156138487,156138757,1609,1878,270
NM_170708.4,LMNA,exon11,156139079,156139106,1879,1905,27
NM_001195799.2,LDLR,exon1,11089548,11089615,1,67,67
NM_001195799.2,LDLR,exon2,11100222,11100345,68,190,123
NM_001195799.2,LDLR,exon3,11105219,11105600,191,571,381
NM_001195799.2,LDLR,exon4,11106564,11106687,572,694,123
NM_001195799.2,LDLR,exon5,11107391,11107514,695,817,123
NM_001195799.2,LDLR,exon6,11110651,11110771,818,937,120
NM_001195799.2,LDLR,exon7,11111513,11111639,938,1063,126
NM_001195799.2,LDLR,exon8,11113277,11113449,1064,1235,172
NM_001195799.2,LDLR,exon9,11113534,11113762,1236,1463,228
NM_001195799.2,LDLR,exon10,11116093,11116212,1464,1582,119
NM_001195799.2,LDLR,exon11,11116858,11116998,1583,1722,140
NM_001195799.2,LDLR,exon12,11120091,11120233,1723,1864,142
NM_001195799.2,LDLR,exon13,11120369,11120522,1865,2017,153
NM_001195799.2,LDLR,exon14,11123173,11123344,2018,2188,171
NM_001195799.2,LDLR,exon15,11128007,11128085,2189,2266,78
NM_001195799.2,LDLR,exon16,11129512,11129670,2267,2424,158
NM_001195799.2,LDLR,exon17,11131280,11131316,2425,2460,36
NM_001305626.1,CALM2,exon1,47160775,47160804,1,29,29
NM_001305626.1,CALM2,exon2,47161722,47161858,30,165,136
NM_001305626.1,CALM2,exon3,47162285,47162392,166,272,107
NM_001305626.1,CALM2,exon4,47162518,47162588,273,342,70
NM_001305625.1,CALM2,exon1,47160775,47160804,1,29,29
NM_001305625.1,CALM2,exon2,47161722,47161858,30,165,136
NM_001305625.1,CALM2,exon3,47162285,47162392,166,272,107
NM_001305625.1,CALM2,exon4,47162518,47162588,273,342,70
NM_001048171.2,MUTYH,exon1,45329305,45329437,1,132,132
NM_001048171.2,MUTYH,exon2,45330515,45330557,133,174,42
NM_001048171.2,MUTYH,exon3,45331181,45331334,175,327,153
NM_001048171.2,MUTYH,exon4,45331419,45331556,328,464,137
NM_001048171.2,MUTYH,exon5,45331660,45331849,465,653,189
NM_001048171.2,MUTYH,exon6,45332022,45332086,654,717,64
NM_001048171.2,MUTYH,exon7,45332165,45332310,718,862,145
NM_001048171.2,MUTYH,exon8,45332390,45332488,863,960,98
NM_001048171.2,MUTYH,exon9,45332573,45332687,961,1074,114
NM_001048171.2,MUTYH,exon10,45332762,45332834,1075,1146,72
NM_001048171.2,MUTYH,exon11,45332917,45332959,1147,1188,42
NM_001048171.2,MUTYH,exon12,45333096,45333170,1189,1262,74
NM_001048171.2,MUTYH,exon13,45333284,45333324,1263,1302,40
NM_001048171.2,MUTYH,exon14,45333412,45333561,1303,1451,149
NM_001048171.2,MUTYH,exon15,45334390,45334505,1452,1566,115
NM_000244.3,MEN1,exon1,64804333,64804816,1,483,483
NM_000244.3,MEN1,exon2,64805033,64805198,484,648,165
NM_000244.3,MEN1,exon3,64805634,64805770,649,784,136
NM_000244.3,MEN1,exon4,64806231,64806368,785,921,137
NM_000244.3,MEN1,exon5,64807010,64807098,922,1009,88
NM_000244.3,MEN1,exon6,64807178,64807219,1010,1050,41
NM_000244.3,MEN1,exon7,64807551,64807680,1051,1179,129
NM_000244.3,MEN1,exon8,64807890,64808099,1180,1388,209
NM_000244.3,MEN1,exon9,64809649,64810109,1389,1848,460
NM_000238.4,KCNH2,exon1,150945364,150945514,1,150,150
NM_000238.4,KCNH2,exon2,150946876,150947054,151,328,178
NM_000238.4,KCNH2,exon3,150947327,150947514,329,515,187
NM_000238.4,KCNH2,exon4,150947605,150947878,516,788,273
NM_000238.4,KCNH2,exon5,150948443,150948543,789,888,100
NM_000238.4,KCNH2,exon6,150948855,150949049,889,1082,194
NM_000238.4,KCNH2,exon7,150950167,150950420,1083,1335,253
NM_000238.4,KCNH2,exon8,150950920,150951120,1336,1535,200
NM_000238.4,KCNH2,exon9,150951447,150951835,1536,1923,388
NM_000238.4,KCNH2,exon10,150952424,150952853,1924,2352,429
NM_000238.4,KCNH2,exon11,150957290,150957502,2353,2564,212
NM_000238.4,KCNH2,exon12,150958058,150958502,2565,3008,444
NM_000238.4,KCNH2,exon13,150959571,150959736,3009,3173,165
NM_000238.4,KCNH2,exon14,150974710,150974941,3174,3404,231
NM_000238.4,KCNH2,exon15,150977837,150977913,3405,3480,76
NM_001304531.1,PRKAG2,exon1,151557200,151557232,1,32,32
NM_001304531.1,PRKAG2,exon2,151560523,151560617,33,126,94
NM_001304531.1,PRKAG2,exon3,151564077,151564224,127,273,147
NM_001304531.1,PRKAG2,exon4,151565345,151565383,274,311,38
NM_001304531.1,PRKAG2,exon5,151565719,151565885,312,477,166
NM_001304531.1,PRKAG2,exon6,151568715,151568842,478,604,127
NM_001304531.1,PRKAG2,exon7,151570170,151570225,605,659,55
NM_001304531.1,PRKAG2,exon8,151572663,151572709,660,705,46
NM_001304531.1,PRKAG2,exon9,151574890,151574949,706,764,59
NM_001304531.1,PRKAG2,exon10,151576370,151576452,765,846,82
NM_001304531.1,PRKAG2,exon11,151595344,151595454,847,956,110
NM_001304531.1,PRKAG2,exon12,151632068,151632099,957,987,31
NM_007298.3,BRCA1,exon1,43045677,43045802,1,125,125
NM_007298.3,BRCA1,exon2,43047642,43047703,126,186,61
NM_007298.3,BRCA1,exon3,43049120,43049194,187,260,74
NM_007298.3,BRCA1,exon4,43051062,43051117,261,315,55
NM_007298.3,BRCA1,exon5,43057051,43057135,316,399,84
NM_007298.3,BRCA1,exon6,43063332,43063373,400,440,41
NM_007298.3,BRCA1,exon7,43063873,43063951,441,518,78
NM_007298.3,BRCA1,exon8,43067607,43067695,519,606,88
NM_007298.3,BRCA1,exon9,43070927,43071238,607,917,311
NM_007298.3,BRCA1,exon10,43074330,43074521,918,1108,191
NM_007298.3,BRCA1,exon11,43076487,43076611,1109,1232,124
NM_007298.3,BRCA1,exon12,43082403,43082575,1233,1404,172
NM_007298.3,BRCA1,exon13,43090943,43091032,1405,1493,89
NM_007298.3,BRCA1,exon14,43094743,43094860,1494,1610,117
NM_007298.3,BRCA1,exon15,43095845,43095922,1611,1687,77
NM_007298.3,BRCA1,exon16,43097243,43097289,1688,1733,46
NM_007298.3,BRCA1,exon17,43099774,43099880,1734,1839,106
NM_007298.3,BRCA1,exon18,43104121,43104261,1840,1979,140
NM_007298.3,BRCA1,exon19,43104867,43104956,1980,2068,89
NM_007298.3,BRCA1,exon20,43106455,43106533,2069,2146,78
NM_007298.3,BRCA1,exon21,43115725,43115779,2147,2200,54
NM_007298.3,BRCA1,exon22,43124016,43124096,2201,2280,80
NM_007297.4,BRCA1,exon1,43045677,43045802,1,125,125
NM_007297.4,BRCA1,exon2,43047642,43047703,126,186,61
NM_007297.4,BRCA1,exon3,43049120,43049194,187,260,74
NM_007297.4,BRCA1,exon4,43051062,43051117,261,315,55
NM_007297.4,BRCA1,exon5,43057051,43057135,316,399,84
NM_007297.4,BRCA1,exon6,43063332,43063373,400,440,41
NM_007297.4,BRCA1,exon7,43063873,43063951,441,518,78
NM_007297.4,BRCA1,exon8,43067607,43067695,519,606,88
NM_007297.4,BRCA1,exon9,43070927,43071238,607,917,311
NM_007297.4,BRCA1,exon10,43074330,43074521,918,1108,191
NM_007297.4,BRCA1,exon11,43076487,43076614,1109,1235,127
NM_007297.4,BRCA1,exon12,43082403,43082575,1236,1407,172
NM_007297.4,BRCA1,exon13,43090943,43091032,1408,1496,89
NM_007297.4,BRCA1,exon14,43091434,43094860,1497,4922,3426
NM_007297.4,BRCA1,exon15,43095845,43095922,4923,4999,77
NM_007297.4,BRCA1,exon16,43097243,43097289,5000,5045,46
NM_007297.4,BRCA1,exon17,43099774,43099880,5046,5151,106
NM_007297.4,BRCA1,exon18,43104121,43104261,5152,5291,140
NM_007297.4,BRCA1,exon19,43104867,43104956,5292,5380,89
NM_007297.4,BRCA1,exon20,43106455,43106526,5381,5451,71
NM_007294.4,BRCA1,exon1,43045677,43045802,1,125,125
NM_007294.4,BRCA1,exon2,43047642,43047703,126,186,61
NM_007294.4,BRCA1,exon3,43049120,43049194,187,260,74
NM_007294.4,BRCA1,exon4,43051062,43051117,261,315,55
NM_007294.4,BRCA1,exon5,43057051,43057135,316,399,84
NM_007294.4,BRCA1,exon6,43063332,43063373,400,440,41
NM_007294.4,BRCA1,exon7,43063873,43063951,441,518,78
NM_007294.4,BRCA1,exon8,43067607,43067695,519,606,88
NM_007294.4,BRCA1,exon9,43070927,43071238,607,917,311
NM_007294.4,BRCA1,exon10,43074330,43074521,918,1108,191
NM_007294.4,BRCA1,exon11,43076487,43076614,1109,1235,127
NM_007294.4,BRCA1,exon12,43082403,43082575,1236,1407,172
NM_007294.4,BRCA1,exon13,43090943,43091032,1408,1496,89
NM_007294.4,BRCA1,exon14,43091434,43094860,1497,4922,3426
NM_007294.4,BRCA1,exon15,43095845,43095922,4923,4999,77
NM_007294.4,BRCA1,exon16,43097243,43097289,5000,5045,46
NM_007294.4,BRCA1,exon17,43099774,43099880,5046,5151,106
NM_007294.4,BRCA1,exon18,43104121,43104261,5152,5291,140
NM_007294.4,BRCA1,exon19,43104867,43104956,5292,5380,89
NM_007294.4,BRCA1,exon20,43106455,43106533,5381,5458,78
NM_007294.4,BRCA1,exon21,43115725,43115779,5459,5512,54
NM_007294.4,BRCA1,exon22,43124016,43124096,5513,5592,80
NM_001365777.1,TPM1,exon1,63042829,63042943,1,114,114
NM_001365777.1,TPM1,exon2,63044026,63044152,115,240,126
NM_001365777.1,TPM1,exon3,63056984,63057118,241,374,134
NM_001365777.1,TPM1,exon4,63059562,63059680,375,492,118
NM_001365777.1,TPM1,exon5,63060868,63060939,493,563,71
NM_001365777.1,TPM1,exon6,63061712,63061788,564,639,76
NM_001365777.1,TPM1,exon7,63062214,63062277,640,702,63
NM_001365777.1,TPM1,exon8,63062575,63062645,703,772,70
NM_001365777.1,TPM1,exon9,63065895,63065987,773,864,92
NM_001365776.1,TPM1,exon1,63042829,63042943,1,114,114
NM_001365776.1,TPM1,exon2,63044026,63044152,115,240,126
NM_001365776.1,TPM1,exon3,63056984,63057118,241,374,134
NM_001365776.1,TPM1,exon4,63059562,63059680,375,492,118
NM_001365776.1,TPM1,exon5,63060868,63060939,493,563,71
NM_001365776.1,TPM1,exon6,63061712,63061788,564,639,76
NM_001365776.1,TPM1,exon7,63062214,63062277,640,702,63
NM_001365776.1,TPM1,exon8,63062575,63062645,703,772,70
NM_001365776.1,TPM1,exon9,63069869,63069943,773,846,74
NM_001323582.1,BTD,exon3,15635439,15635688,1,249,249
NM_001323582.1,BTD,exon4,15641907,15642057,250,399,150
NM_001323582.1,BTD,exon5,15644315,15645488,400,1572,1173
NM_000545.8,HNF1A,exon1,120978768,120979094,1,326,326
NM_000545.8,HNF1A,exon2,120988832,120989032,327,526,200
NM_000545.8,HNF1A,exon3,120993519,120993706,527,713,187
NM_000545.8,HNF1A,exon4,120994163,120994405,714,955,242
NM_000545.8,HNF1A,exon5,120996261,120996413,956,1107,152
NM_000545.8,HNF1A,exon6,120996540,120996742,1108,1309,202
NM_000545.8,HNF1A,exon7,120997473,120997665,1310,1501,192
NM_000545.8,HNF1A,exon8,120999267,120999389,1502,1623,122
NM_000545.8,HNF1A,exon9,120999482,120999627,1624,1768,145
NM_000545.8,HNF1A,exon10,121001064,121001192,1769,1896,128
NM_001365778.1,TPM1,exon1,63042829,63042943,1,114,114
NM_001365778.1,TPM1,exon2,63043705,63043831,115,240,126
NM_001365778.1,TPM1,exon3,63044026,63044152,241,366,126
NM_001365778.1,TPM1,exon4,63056984,63057118,367,500,134
NM_001365778.1,TPM1,exon5,63059562,63059680,501,618,118
NM_001365778.1,TPM1,exon6,63060868,63060939,619,689,71
NM_001365778.1,TPM1,exon7,63061712,63061788,690,765,76
NM_001365778.1,TPM1,exon8,63062214,63062277,766,828,63
NM_001365778.1,TPM1,exon9,63062575,63062645,829,898,70
NM_001365778.1,TPM1,exon10,63071089,63071172,899,981,83
NM_001079804.3,GAA,exon2,80104586,80105132,1,546,546
NM_001079804.3,GAA,exon3,80105748,80105894,547,692,146
NM_001079804.3,GAA,exon4,80107556,80107722,693,858,166
NM_001079804.3,GAA,exon5,80107799,80107896,859,955,97
NM_001079804.3,GAA,exon6,80108289,80108409,956,1075,120
NM_001079804.3,GAA,exon7,80108488,80108607,1076,1194,119
NM_001079804.3,GAA,exon8,80108696,80108828,1195,1326,132
NM_001079804.3,GAA,exon9,80109944,80110055,1327,1437,111
NM_001079804.3,GAA,exon10,80110726,80110840,1438,1551,114
NM_001079804.3,GAA,exon11,80110940,80111025,1552,1636,85
NM_001079804.3,GAA,exon12,80111982,80112100,1637,1754,118
NM_001079804.3,GAA,exon13,80112577,80112711,1755,1888,134
NM_001079804.3,GAA,exon14,80112875,80113027,1889,2040,152
NM_001079804.3,GAA,exon15,80113217,80113366,2041,2189,149
NM_001079804.3,GAA,exon16,80116967,80117109,2190,2331,142
NM_001079804.3,GAA,exon17,80117599,80117749,2332,2481,150
NM_001079804.3,GAA,exon18,80118192,80118357,2482,2646,165
NM_001079804.3,GAA,exon19,80118652,80118805,2647,2799,153
NM_001079804.3,GAA,exon20,80119271,80119331,2800,2859,60
NM_001079803.3,GAA,exon3,80104586,80105132,1,546,546
NM_001079803.3,GAA,exon4,80105748,80105894,547,692,146
NM_001079803.3,GAA,exon5,80107556,80107722,693,858,166
NM_001079803.3,GAA,exon6,80107799,80107896,859,955,97
NM_001079803.3,GAA,exon7,80108289,80108409,956,1075,120
NM_001079803.3,GAA,exon8,80108488,80108607,1076,1194,119
NM_001079803.3,GAA,exon9,80108696,80108828,1195,1326,132
NM_001079803.3,GAA,exon10,80109944,80110055,1327,1437,111
NM_001079803.3,GAA,exon11,80110726,80110840,1438,1551,114
NM_001079803.3,GAA,exon12,80110940,80111025,1552,1636,85
NM_001079803.3,GAA,exon13,80111982,80112100,1637,1754,118
NM_001079803.3,GAA,exon14,80112577,80112711,1755,1888,134
NM_001079803.3,GAA,exon15,80112875,80113027,1889,2040,152
NM_001079803.3,GAA,exon16,80113217,80113366,2041,2189,149
NM_001079803.3,GAA,exon17,80116967,80117109,2190,2331,142
NM_001079803.3,GAA,exon18,80117599,80117749,2332,2481,150
NM_001079803.3,GAA,exon19,80118192,80118357,2482,2646,165
NM_001079803.3,GAA,exon20,80118652,80118805,2647,2799,153
NM_001079803.3,GAA,exon21,80119271,80119331,2800,2859,60
NM_001304718.2,PTEN,exon6,168005,168048,1,43,43
NM_001304718.2,PTEN,exon7,173641,173808,44,210,167
NM_001304718.2,PTEN,exon8,176682,176907,211,435,225
NM_001304718.2,PTEN,exon9,181075,181261,436,621,186
NM_001363670.1,CALM1,exon1,90399081,90399087,1,6,6
NM_001363670.1,CALM1,exon2,90400064,90400095,7,37,31
NM_001363670.1,CALM1,exon3,90401258,90401402,38,181,144
NM_001363670.1,CALM1,exon4,90403861,90403968,182,288,107
NM_001363670.1,CALM1,exon5,90404378,90404514,289,424,136
NM_001363670.1,CALM1,exon6,90404688,90404717,425,453,29
NM_000314.8,PTEN,exon1,80292,80371,1,79,79
NM_000314.8,PTEN,exon2,109847,109932,80,164,85
NM_000314.8,PTEN,exon3,141304,141349,165,209,45
NM_000314.8,PTEN,exon4,146837,146881,210,253,44
NM_000314.8,PTEN,exon5,148804,149043,254,492,239
NM_000314.8,PTEN,exon6,167906,168048,493,634,142
NM_000314.8,PTEN,exon7,173641,173808,635,801,167
NM_000314.8,PTEN,exon8,176682,176907,802,1026,225
NM_000314.8,PTEN,exon9,181075,181261,1027,1212,186
NM_000314.8,PTEN,exon1,87864469,87864548,1,79,79
NM_000314.8,PTEN,exon2,87894024,87894109,80,164,85
NM_000314.8,PTEN,exon3,87925512,87925557,165,209,45
NM_000314.8,PTEN,exon4,87931045,87931089,210,253,44
NM_000314.8,PTEN,exon5,87933012,87933251,254,492,239
NM_000314.8,PTEN,exon6,87952117,87952259,493,634,142
NM_000314.8,PTEN,exon7,87957852,87958019,635,801,167
NM_000314.8,PTEN,exon8,87960893,87961118,802,1026,225
NM_000314.8,PTEN,exon9,87965286,87965472,1027,1212,186
NM_000784.4,CYP27A1,exon1,218782182,218782437,1,255,255
NM_000784.4,CYP27A1,exon2,218809576,218809767,256,446,191
NM_000784.4,CYP27A1,exon3,218812221,218812421,447,646,200
NM_000784.4,CYP27A1,exon4,218812551,218812749,647,844,198
NM_000784.4,CYP27A1,exon5,218812923,218813096,845,1017,173
NM_000784.4,CYP27A1,exon6,218814020,218814187,1018,1184,167
NM_000784.4,CYP27A1,exon7,218814379,218814458,1185,1263,79
NM_000784.4,CYP27A1,exon8,218814544,218814757,1264,1476,213
NM_000784.4,CYP27A1,exon9,218814910,218815030,1477,1596,120
NM_001365779.1,TPM1,exon1,63042829,63042943,1,114,114
NM_001365779.1,TPM1,exon2,63044026,63044152,115,240,126
NM_001365779.1,TPM1,exon3,63056984,63057118,241,374,134
NM_001365779.1,TPM1,exon4,63059562,63059680,375,492,118
NM_001365779.1,TPM1,exon5,63060868,63060939,493,563,71
NM_001365779.1,TPM1,exon6,63061712,63061788,564,639,76
NM_001365779.1,TPM1,exon7,63062214,63062277,640,702,63
NM_001365779.1,TPM1,exon8,63062575,63062645,703,772,70
NM_001365779.1,TPM1,exon9,63064063,63064146,773,855,83
NM_001198552.2,WT1,exon1,32389057,32389179,1,122,122
NM_001198552.2,WT1,exon2,32391971,32392064,123,215,93
NM_001198552.2,WT1,exon3,32392665,32392755,216,305,90
NM_001198552.2,WT1,exon4,32396256,32396407,306,456,151
NM_001198552.2,WT1,exon5,32399947,32400044,457,553,97
NM_001198552.2,WT1,exon6,32417576,32417654,554,631,78
NM_001198552.2,WT1,exon7,32427955,32428058,632,734,103
NM_001198552.2,WT1,exon8,32428496,32428619,735,857,123
NM_001198552.2,WT1,exon9,32430529,32430539,858,867,10
NM_001363669.1,CALM1,exon3,90401332,90401402,1,70,70
NM_001363669.1,CALM1,exon4,90403861,90403968,71,177,107
NM_001363669.1,CALM1,exon5,90404378,90404514,178,313,136
NM_001363669.1,CALM1,exon6,90404688,90404717,314,342,29
NM_001281493.1,MSH6,exon3,47798889,47801155,1,2266,2266
NM_001281493.1,MSH6,exon4,47803419,47803685,2267,2532,266
NM_001281493.1,MSH6,exon5,47804909,47805027,2533,2650,118
NM_001281493.1,MSH6,exon6,47805617,47805707,2651,2740,90
NM_001281493.1,MSH6,exon7,47806203,47806358,2741,2895,155
NM_001281493.1,MSH6,exon8,47806451,47806651,2896,3095,200
NM_001281493.1,MSH6,exon9,47806778,47806860,3096,3177,82
NM_000038.6,APC,exon2,112754890,112755025,1,135,135
NM_000038.6,APC,exon3,112766325,112766410,136,220,85
NM_000038.6,APC,exon4,112767188,112767390,221,422,202
NM_000038.6,APC,exon5,112775628,112775737,423,531,109
NM_000038.6,APC,exon6,112780789,112780903,532,645,114
NM_000038.6,APC,exon7,112792445,112792529,646,729,84
NM_000038.6,APC,exon8,112801278,112801383,730,834,105
NM_000038.6,APC,exon9,112815494,112815593,835,933,99
NM_000038.6,APC,exon10,112818965,112819344,934,1312,379
NM_000038.6,APC,exon11,112821895,112821991,1313,1408,96
NM_000038.6,APC,exon12,112827107,112827247,1409,1548,140
NM_000038.6,APC,exon13,112827928,112828006,1549,1626,78
NM_000038.6,APC,exon14,112828855,112828972,1627,1743,117
NM_000038.6,APC,exon15,112834950,112835165,1744,1958,215
NM_000038.6,APC,exon16,112837552,112844126,1959,8532,6574
NM_024426.6,WT1,exon1,32389057,32389179,1,122,122
NM_024426.6,WT1,exon2,32391971,32392064,123,215,93
NM_024426.6,WT1,exon3,32392665,32392755,216,305,90
NM_024426.6,WT1,exon4,32396256,32396407,306,456,151
NM_024426.6,WT1,exon5,32399947,32400044,457,553,97
NM_024426.6,WT1,exon6,32416489,32416540,554,604,51
NM_024426.6,WT1,exon7,32417576,32417654,605,682,78
NM_024426.6,WT1,exon8,32427955,32428058,683,785,103
NM_024426.6,WT1,exon9,32428496,32428619,786,908,123
NM_024426.6,WT1,exon10,32434699,32435360,909,1569,661
NM_000432.4,MYL2,exon1,110911076,110911175,1,99,99
NM_000432.4,MYL2,exon2,110913095,110913144,100,148,49
NM_000432.4,MYL2,exon3,110913245,110913324,149,227,79
NM_000432.4,MYL2,exon4,110914185,110914290,228,332,105
NM_000432.4,MYL2,exon5,110915714,110915790,333,408,76
NM_000432.4,MYL2,exon6,110919103,110919193,409,498,90
NM_000432.4,MYL2,exon7,110920526,110920529,499,501,3
NM_001276760.2,TP53,exon1,7669608,7669690,1,82,82
NM_001276760.2,TP53,exon2,7670608,7670715,83,189,107
NM_001276760.2,TP53,exon3,7673534,7673608,190,263,74
NM_001276760.2,TP53,exon4,7673700,7673837,264,400,137
NM_001276760.2,TP53,exon5,7674180,7674290,401,510,110
NM_001276760.2,TP53,exon6,7674858,7674971,511,623,113
NM_001276760.2,TP53,exon7,7675052,7675236,624,807,184
NM_001276760.2,TP53,exon8,7675993,7676251,808,1065,258
NM_000053.4,ATP7B,exon1,51934755,51935029,1,274,274
NM_000053.4,ATP7B,exon2,51935592,51935695,275,377,103
NM_000053.4,ATP7B,exon3,51937275,51937393,378,495,118
NM_000053.4,ATP7B,exon4,51937475,51937679,496,699,204
NM_000053.4,ATP7B,exon5,51939050,51939193,700,842,143
NM_000053.4,ATP7B,exon6,51941080,51941224,843,986,144
NM_000053.4,ATP7B,exon7,51942385,51942554,987,1155,169
NM_000053.4,ATP7B,exon8,51944108,51944291,1156,1338,183
NM_000053.4,ATP7B,exon9,51946283,51946478,1339,1533,195
NM_000053.4,ATP7B,exon10,51949661,51949796,1534,1668,135
NM_000053.4,ATP7B,exon11,51950006,51950161,1669,1823,155
NM_000053.4,ATP7B,exon12,51950271,51950399,1824,1951,128
NM_000053.4,ATP7B,exon13,51957515,51957607,1952,2043,92
NM_000053.4,ATP7B,exon14,51958310,51958544,2044,2277,234
NM_000053.4,ATP7B,exon15,51960147,51960322,2278,2452,175
NM_000053.4,ATP7B,exon16,51961836,51961913,2453,2529,77
NM_000053.4,ATP7B,exon17,51964871,51965033,2530,2691,162
NM_000053.4,ATP7B,exon18,51968443,51968607,2692,2855,164
NM_000053.4,ATP7B,exon19,51970491,51970749,2856,3113,258
